text,intent
Создай КС на 100 тыс. по мебели для компании,create_quotation_session
Добавь КС на 200 тыс.,create_quotation_session
Хочу оформить КС еще раз,create_quotation_session
Открой котировочную сессию повторно,create_quotation_session
Создай КС на 100 тыс. по мебели на сегодня,create_quotation_session
Зарегистрируй процедуру КС сейчас,create_quotation_session
Добавь КС для закупки услуг еще раз,create_quotation_session
Добавь КС для закупки услуг,create_quotation_session
Добавь КС для закупки услуг онлайн,create_quotation_session
Добавь КС для закупки услуг с нуля,create_quotation_session
Сделай новую котировочную сессию на завтра,create_quotation_session
Зарегистрируй котировочную сессию пожалуйста,create_quotation_session
Создай КС на поставку техники,create_quotation_session
пожалуйста создай кс на поставку техники,create_quotation_session
еще раз открой процедуру кс,create_quotation_session
Открой котировочную сессию,create_quotation_session
Открой процедуру КС,create_quotation_session
на сегодня хочу запустить кс,create_quotation_session
Хочу создать КС на стройматериалы,create_quotation_session
Создай котировочную процедуру на завтра,create_quotation_session
Создай КС на 100 тыс. по мебели онлайн,create_quotation_session
с нуля зарегистрируй котировочную сессию,create_quotation_session
Хочу запустить КС,create_quotation_session
Сделай котировочную сессию на канцтовары,create_quotation_session
Создай котировочную процедуру пожалуйста,create_quotation_session
Добавь КС для поставки бумаги,create_quotation_session
Создай КС на поставку техники повторно,create_quotation_session
Добавь КС для закупки услуг,create_quotation_session
Сделай запуск котировочной сессии на завтра,create_quotation_session
Создай заявку через КС для компании,create_quotation_session
Создай КС на поставку техники,create_quotation_session
Сделай запуск котировочной сессии,create_quotation_session
Хочу запустить КС срочно,create_quotation_session
Сделай новую котировочную сессию,create_quotation_session
на сегодня сделай котировочную сессию на канцтовары,create_quotation_session
пожалуйста хочу оформить кс,create_quotation_session
Хочу оформить КС онлайн,create_quotation_session
Зарегистрируй котировочную сессию,create_quotation_session
Создай КС на поставку техники автоматически,create_quotation_session
Создай КС на 100 тыс. по мебели,create_quotation_session
Хочу оформить КС повторно,create_quotation_session
автоматически хочу запустить кс,create_quotation_session
Запусти котировочную сессию,create_quotation_session
с нуля создай котировочную процедуру,create_quotation_session
Создай заявку через КС,create_quotation_session
в базе открой процедуру кс,create_quotation_session
Хочу создать КС на стройматериалы,create_quotation_session
Добавь КС на 200 тыс.,create_quotation_session
Открой процедуру КС,create_quotation_session
Запусти котировочную сессию в базе,create_quotation_session
Хочу создать КС на стройматериалы повторно,create_quotation_session
Хочу оформить КС,create_quotation_session
Хочу оформить КС повторно,create_quotation_session
Создай КС на поставку техники через портал,create_quotation_session
автоматически сделай котировочную сессию на канцтовары,create_quotation_session
Зарегистрируй процедуру КС,create_quotation_session
повторно добавь кс на 200 тыс.,create_quotation_session
Сделай запуск котировочной сессии,create_quotation_session
Сделай запуск котировочной сессии срочно,create_quotation_session
Зарегистрируй процедуру КС автоматически,create_quotation_session
Сделай запуск котировочной сессии,create_quotation_session
Добавь КС на 200 тыс.,create_quotation_session
Хочу запустить КС,create_quotation_session
Хочу оформить КС,create_quotation_session
Сделай новую котировочную сессию онлайн,create_quotation_session
Создай КС онлайн,create_quotation_session
Сделай котировочную сессию на канцтовары,create_quotation_session
в базе создай кс на поставку техники,create_quotation_session
Зарегистрируй процедуру КС на завтра,create_quotation_session
Хочу оформить КС,create_quotation_session
Создай котировочную процедуру,create_quotation_session
Создай КС на 100 тыс. по мебели пожалуйста,create_quotation_session
Добавь КС на 200 тыс. повторно,create_quotation_session
Хочу создать КС на стройматериалы для компании,create_quotation_session
Оформи котировочную сессию,create_quotation_session
для компании сделай котировочную сессию на канцтовары,create_quotation_session
Сделай запуск котировочной сессии онлайн,create_quotation_session
автоматически сделай запуск котировочной сессии,create_quotation_session
Сделай запуск котировочной сессии,create_quotation_session
Зарегистрируй котировочную сессию,create_quotation_session
Хочу оформить КС,create_quotation_session
автоматически сделай котировочную сессию на канцтовары,create_quotation_session
Создай котировочную процедуру,create_quotation_session
пожалуйста открой процедуру кс,create_quotation_session
Добавь КС для поставки бумаги,create_quotation_session
автоматически хочу запустить кс,create_quotation_session
Добавь КС для закупки услуг,create_quotation_session
Хочу оформить КС сейчас,create_quotation_session
Запусти котировочную сессию онлайн,create_quotation_session
Сделай новую котировочную сессию,create_quotation_session
повторно сделай новую котировочную сессию,create_quotation_session
Сделай новую котировочную сессию в базе,create_quotation_session
Сделай запуск котировочной сессии,create_quotation_session
Открой котировочную сессию,create_quotation_session
Создай котировочную процедуру автоматически,create_quotation_session
в систему хочу оформить кс,create_quotation_session
в систему сделай запуск котировочной сессии,create_quotation_session
Создай КС с нуля,create_quotation_session
Хочу создать КС на стройматериалы в систему,create_quotation_session
Зарегистрируй котировочную сессию онлайн,create_quotation_session
Открой процедуру КС с нуля,create_quotation_session
Добавь КС на 200 тыс. для компании,create_quotation_session
Создай котировочную процедуру,create_quotation_session
Добавь КС для закупки услуг,create_quotation_session
Добавь КС на 200 тыс. срочно,create_quotation_session
онлайн хочу оформить кс,create_quotation_session
Открой процедуру КС,create_quotation_session
Создай котировочную процедуру,create_quotation_session
Оформи котировочную сессию,create_quotation_session
Оформи котировочную сессию,create_quotation_session
Добавь контракт для компании автоматически,create_contract
Добавь контракт для компании,create_contract
Создай контракт пожалуйста,create_contract
Создай договор для компании,create_contract
Создай контракт на 200 тыс.,create_contract
Заведи новый договор с нуля,create_contract
Добавь контракт в систему срочно,create_contract
Оформи новый контракт сейчас,create_contract
сейчас зарегистрируй контракт с поставщиком,create_contract
с нуля зарегистрируй контракт с поставщиком,create_contract
Зарегистрируй договор,create_contract
Создай контракт еще раз,create_contract
Создай контракт на 200 тыс. на завтра,create_contract
Оформи соглашение через портал,create_contract
Создай контракт срочно,create_contract
Оформи соглашение на завтра,create_contract
автоматически создай контракт на 200 тыс.,create_contract
Хочу заключить контракт,create_contract
Создай контракт для сделки в систему,create_contract
Заведи новый договор на сегодня,create_contract
Зарегистрируй договор с нуля,create_contract
Заведи новый договор еще раз,create_contract
Добавь контракт для компании для компании,create_contract
Хочу заключить контракт в базе,create_contract
Оформи соглашение,create_contract
Хочу оформить контракт на услуги,create_contract
Заведи новый договор на завтра,create_contract
Заведи контракт,create_contract
Оформи контракт для закупки,create_contract
Хочу оформить контракт на услуги сейчас,create_contract
Создай контракт на 200 тыс. с нуля,create_contract
Добавь контракт для компании,create_contract
Хочу зарегистрировать контракт,create_contract
на завтра заведи новый договор,create_contract
Оформи новый контракт в базе,create_contract
Оформи контракт для закупки в базе,create_contract
Хочу оформить контракт на услуги еще раз,create_contract
Добавь контракт в систему,create_contract
Подготовь контракт через портал,create_contract
Заведи контракт автоматически,create_contract
Заведи контракт повторно,create_contract
Хочу зарегистрировать контракт в базе,create_contract
автоматически создай документ контракта,create_contract
Создай контракт на 200 тыс.,create_contract
Заведи контракт автоматически,create_contract
Создай контракт для сделки,create_contract
повторно добавь контракт для компании,create_contract
Хочу зарегистрировать контракт,create_contract
срочно подготовь контракт,create_contract
Заведи новый договор,create_contract
Оформи соглашение еще раз,create_contract
Создай документ контракта,create_contract
Создай контракт для сделки срочно,create_contract
Хочу заключить контракт,create_contract
Добавь контракт в систему повторно,create_contract
Зарегистрируй контракт с поставщиком через портал,create_contract
Оформи контракт для закупки,create_contract
еще раз создай контракт на 200 тыс.,create_contract
повторно хочу оформить контракт на услуги,create_contract
Оформи новый контракт на завтра,create_contract
Создай договор на завтра,create_contract
Оформи соглашение на завтра,create_contract
Оформи контракт для закупки в базе,create_contract
Заведи контракт,create_contract
Создай договор повторно,create_contract
пожалуйста добавь новый договор,create_contract
Хочу зарегистрировать контракт в систему,create_contract
Оформи соглашение сейчас,create_contract
Добавь контракт в систему еще раз,create_contract
Хочу оформить контракт на услуги для компании,create_contract
Создай договор срочно,create_contract
Зарегистрируй договор,create_contract
Зарегистрируй контракт с поставщиком,create_contract
в базе добавь контракт для компании,create_contract
Зарегистрируй договор через портал,create_contract
Добавь контракт в систему,create_contract
Хочу заключить контракт,create_contract
Заведи контракт,create_contract
Оформи соглашение в систему,create_contract
Оформи контракт для закупки на завтра,create_contract
Оформи соглашение,create_contract
Хочу зарегистрировать контракт повторно,create_contract
Создай контракт для сделки онлайн,create_contract
Зарегистрируй контракт с поставщиком для компании,create_contract
Подготовь контракт,create_contract
Заведи новый договор онлайн,create_contract
Создай контракт для сделки,create_contract
Добавь контракт в систему пожалуйста,create_contract
Хочу заключить контракт пожалуйста,create_contract
Подготовь контракт еще раз,create_contract
повторно добавь контракт в систему,create_contract
Добавь контракт для компании,create_contract
Хочу оформить контракт на услуги в базе,create_contract
Подготовь контракт на сегодня,create_contract
Добавь контракт для компании,create_contract
Создай контракт на 200 тыс.,create_contract
Создай документ контракта в систему,create_contract
Хочу зарегистрировать контракт для компании,create_contract
Заведи новый договор повторно,create_contract
Создай контракт еще раз,create_contract
Создай контракт онлайн,create_contract
пожалуйста заведи контракт,create_contract
Зарегистрируй договор для компании,create_contract
Хочу заключить контракт,create_contract
Подготовь контракт,create_contract
Заведи контракт повторно,create_contract
Заведи контракт,create_contract
Заведи новый договор онлайн,create_contract
сейчас создай контракт,create_contract
Хочу заключить контракт срочно,create_contract
Зарегистрируй контракт с поставщиком сейчас,create_contract
Заведи контракт,create_contract
Оформи новый контракт в систему,create_contract
Хочу заключить контракт,create_contract
Заведи контракт онлайн,create_contract
Заведи контракт повторно,create_contract
Создай контракт в базе,create_contract
Оформи соглашение,create_contract
на сегодня создай договор,create_contract
для компании оформи новый контракт,create_contract
Создай контракт на сегодня,create_contract
Создай контракт на 200 тыс.,create_contract
Хочу заключить контракт,create_contract
Создай контракт на 200 тыс. на завтра,create_contract
Оформи контракт для закупки автоматически,create_contract
Оформи соглашение,create_contract
Создай контракт на 200 тыс.,create_contract
Оформи новый контракт через портал,create_contract
Хочу зарегистрировать контракт срочно,create_contract
Создай контракт на 200 тыс. пожалуйста,create_contract
автоматически оформи соглашение,create_contract
Зарегистрируй контракт с поставщиком,create_contract
автоматически добавь контракт в систему,create_contract
Заведи контракт,create_contract
Зарегистрируй контракт с поставщиком,create_contract
Заведи новый договор,create_contract
Зарегистрируй договор в систему,create_contract
для компании хочу зарегистрировать контракт,create_contract
Сделай контракт на поставку,create_contract
Зарегистрируй контракт с поставщиком,create_contract
Создай договор еще раз,create_contract
Добавь новый договор,create_contract
Создай договор онлайн,create_contract
Хочу зарегистрировать контракт,create_contract
Хочу оформить контракт на услуги,create_contract
Оформи контракт для закупки с нуля,create_contract
Создай контракт на 200 тыс. для компании,create_contract
Оформи новый контракт сейчас,create_contract
Заведи новый договор для компании,create_contract
Оформи контракт для закупки через портал,create_contract
Добавь контракт для компании еще раз,create_contract
Оформи контракт для закупки,create_contract
Заведи новый договор,create_contract
Оформи новый контракт,create_contract
Зарегистрируй контракт с поставщиком,create_contract
Создай контракт на 200 тыс.,create_contract
сейчас зарегистрируй договор,create_contract
Создай контракт,create_contract
через портал подготовь контракт,create_contract
на сегодня хочу оформить контракт на услуги,create_contract
Хочу оформить контракт на услуги онлайн,create_contract
Зарегистрируй контракт с поставщиком,create_contract
Добавь контракт для компании сейчас,create_contract
Хочу оформить контракт на услуги срочно,create_contract
Добавь новый договор на завтра,create_contract
для компании зарегистрируй контракт с поставщиком,create_contract
Зарегистрируй договор,create_contract
Зарегистрируй договор на завтра,create_contract
через портал подготовь контракт,create_contract
Хочу заключить контракт для компании,create_contract
Создай договор,create_contract
Добавь контракт для компании,create_contract
Добавь новый договор,create_contract
Оформи новый контракт через портал,create_contract
Зарегистрируй контракт с поставщиком на сегодня,create_contract
Подготовь контракт автоматически,create_contract
Добавь контракт в систему пожалуйста,create_contract
Создай договор,create_contract
Создай документ контракта,create_contract
Добавь контракт в систему,create_contract
Зарегистрируй договор,create_contract
Хочу заключить контракт,create_contract
Добавь контракт в систему,create_contract
Подготовь контракт через портал,create_contract
Создай контракт для сделки пожалуйста,create_contract
Создай контракт на 200 тыс.,create_contract
Создай документ контракта на сегодня,create_contract
Создай контракт на 200 тыс.,create_contract
Создай контракт для сделки,create_contract
еще раз заведи контракт,create_contract
Создай контракт на 200 тыс. в базе,create_contract
Оформи контракт для закупки,create_contract
Хочу заключить контракт,create_contract
Добавь контракт для компании онлайн,create_contract
Подготовь контракт на сегодня,create_contract
Создай договор через портал,create_contract
Сделай контракт на поставку на сегодня,create_contract
Хочу зарегистрировать контракт автоматически,create_contract
Зарегистрируй договор автоматически,create_contract
Создай договор на завтра,create_contract
Хочу отредактировать оферту еще раз,manage_offer
Добавь измененную оферту,manage_offer
Опубликуй коммерческое предложение,manage_offer
срочно обнови существующую оферту,manage_offer
Измени текст оферты,manage_offer
Добавь измененную оферту,manage_offer
Добавь новую оферту,manage_offer
Создай проект оферты,manage_offer
Подними обновленную оферту,manage_offer
Добавь новую оферту,manage_offer
Оформи оферту для поставки с нуля,manage_offer
Опубликуй коммерческое предложение,manage_offer
Измени текст оферты в базе,manage_offer
Размести оферту,manage_offer
Опубликуй оферту онлайн,manage_offer
Размести оферту в базе,manage_offer
Подними обновленную оферту онлайн,manage_offer
онлайн хочу отредактировать оферту,manage_offer
Добавь измененную оферту,manage_offer
Измени текст оферты,manage_offer
Сохрани новую версию оферты сейчас,manage_offer
Оформи оферту для поставки,manage_offer
Опубликуй оферту,manage_offer
Сделай публикацию оферты в систему,manage_offer
Сделай редактирование и публикацию оферты еще раз,manage_offer
Создай коммерческое предложение (оферту),manage_offer
Опубликуй оферту,manage_offer
Сделай публикацию оферты,manage_offer
сейчас хочу поправить оферту,manage_offer
Создай коммерческое предложение (оферту) в базе,manage_offer
срочно обнови существующую оферту,manage_offer
Добавь новую оферту,manage_offer
Опубликуй оферту в систему,manage_offer
Оформи оферту для поставки автоматически,manage_offer
Зарегистрируй оферту срочно,manage_offer
Опубликуй оферту еще раз,manage_offer
Добавь измененную оферту,manage_offer
Опубликуй оферту через портал,manage_offer
Размести оферту,manage_offer
Измени текст оферты,manage_offer
Хочу отредактировать оферту с нуля,manage_offer
пожалуйста сохрани новую версию оферты,manage_offer
Выложи оферту на сайт пожалуйста,manage_offer
Создай коммерческое предложение (оферту) для компании,manage_offer
Измени оферту срочно,manage_offer
Хочу поправить оферту,manage_offer
Обнови существующую оферту,manage_offer
Выложи оферту на сайт еще раз,manage_offer
Добавь новую оферту,manage_offer
в систему зарегистрируй оферту,manage_offer
Создай коммерческое предложение (оферту) для компании,manage_offer
онлайн создай коммерческое предложение (оферту),manage_offer
Измени текст оферты с нуля,manage_offer
Измени текст оферты в систему,manage_offer
Создай оферту,manage_offer
на сегодня выложи оферту на сайт,manage_offer
Сохрани новую версию оферты сейчас,manage_offer
Подними обновленную оферту пожалуйста,manage_offer
Создай проект оферты,manage_offer
Размести оферту в базе,manage_offer
Подними обновленную оферту,manage_offer
Зарегистрируй оферту на сегодня,manage_offer
Измени оферту через портал,manage_offer
Добавь новую оферту сейчас,manage_offer
Создай проект оферты онлайн,manage_offer
Добавь измененную оферту в систему,manage_offer
еще раз оформи оферту для поставки,manage_offer
Выложи оферту на сайт,manage_offer
Измени оферту на сегодня,manage_offer
Создай коммерческое предложение (оферту) сейчас,manage_offer
Создай коммерческое предложение (оферту),manage_offer
Зарегистрируй оферту,manage_offer
Опубликуй оферту на сегодня,manage_offer
онлайн оформи оферту для поставки,manage_offer
Подними обновленную оферту,manage_offer
Обнови существующую оферту сейчас,manage_offer
Измени текст оферты еще раз,manage_offer
Создай коммерческое предложение (оферту) в базе,manage_offer
Сделай публикацию оферты,manage_offer
сейчас зарегистрируй оферту,manage_offer
Обнови существующую оферту,manage_offer
Хочу отредактировать оферту,manage_offer
Оформи оферту для поставки,manage_offer
Добавь измененную оферту,manage_offer
Добавь новую оферту,manage_offer
Опубликуй коммерческое предложение,manage_offer
повторно подними обновленную оферту,manage_offer
Добавь измененную оферту,manage_offer
Оформи оферту для поставки,manage_offer
Подними обновленную оферту,manage_offer
Выложи оферту на сайт,manage_offer
Сохрани новую версию оферты на завтра,manage_offer
Создай проект оферты,manage_offer
Создай коммерческое предложение (оферту) срочно,manage_offer
Хочу отредактировать оферту,manage_offer
Создай проект оферты через портал,manage_offer
в базе сделай редактирование и публикацию оферты,manage_offer
Зарегистрируй оферту,manage_offer
Подними обновленную оферту,manage_offer
для компании опубликуй оферту,manage_offer
Оформи оферту для поставки,manage_offer
Измени оферту онлайн,manage_offer
Хочу поправить оферту,manage_offer
в базе измени текст оферты,manage_offer
Размести оферту,manage_offer
Зарегистрируй оферту через портал,manage_offer
Сделай редактирование и публикацию оферты срочно,manage_offer
Зарегистрируй оферту,manage_offer
Обнови существующую оферту сейчас,manage_offer
Измени текст оферты пожалуйста,manage_offer
Создай оферту,manage_offer
Сохрани новую версию оферты,manage_offer
через портал измени текст оферты,manage_offer
Добавь новую оферту,manage_offer
Измени текст оферты еще раз,manage_offer
Обнови существующую оферту,manage_offer
Обнови существующую оферту пожалуйста,manage_offer
Измени оферту в базе,manage_offer
Оформи оферту для поставки,manage_offer
Измени оферту повторно,manage_offer
Опубликуй оферту автоматически,manage_offer
Опубликуй оферту для компании,manage_offer
Измени оферту автоматически,manage_offer
Выложи оферту на сайт,manage_offer
Добавь измененную оферту,manage_offer
Добавь новую оферту пожалуйста,manage_offer
Размести оферту,manage_offer
Создай оферту онлайн,manage_offer
Измени оферту,manage_offer
Размести оферту,manage_offer
Хочу отредактировать оферту на сегодня,manage_offer
Подними обновленную оферту онлайн,manage_offer
на сегодня выложи оферту на сайт,manage_offer
Измени текст оферты,manage_offer
Измени текст оферты пожалуйста,manage_offer
Измени текст оферты срочно,manage_offer
Создай оферту,manage_offer
Создай проект оферты на сегодня,manage_offer
Выложи оферту на сайт в систему,manage_offer
через портал создай проект оферты,manage_offer
Измени текст оферты,manage_offer
Измени текст оферты еще раз,manage_offer
Опубликуй оферту автоматически,manage_offer
Добавь измененную оферту,manage_offer
Добавь измененную оферту,manage_offer
Хочу отредактировать оферту,manage_offer
Зарегистрируй оферту на завтра,manage_offer
Измени оферту,manage_offer
Создай оферту повторно,manage_offer
Создай оферту,manage_offer
Оформи оферту для поставки,manage_offer
пожалуйста обнови существующую оферту,manage_offer
Опубликуй оферту в базе,manage_offer
Сохрани новую версию оферты,manage_offer
Сделай редактирование и публикацию оферты автоматически,manage_offer
Сделай редактирование и публикацию оферты,manage_offer
Добавь измененную оферту,manage_offer
Сохрани новую версию оферты еще раз,manage_offer
Выложи оферту на сайт на сегодня,manage_offer
Обнови существующую оферту,manage_offer
Обнови существующую оферту,manage_offer
Хочу отредактировать оферту повторно,manage_offer
Выложи оферту на сайт еще раз,manage_offer
Сохрани новую версию оферты на сегодня,manage_offer
в систему выложи оферту на сайт,manage_offer
Оформи оферту для поставки,manage_offer
Создай проект оферты пожалуйста,manage_offer
Добавь измененную оферту для компании,manage_offer
Сделай публикацию оферты в базе,manage_offer
Подними обновленную оферту,manage_offer
Создай оферту,manage_offer
Создай проект оферты,manage_offer
Опубликуй оферту с нуля,manage_offer
Хочу поправить оферту,manage_offer
Измени оферту в базе,manage_offer
Добавь новую оферту через портал,manage_offer
Добавь новую оферту,manage_offer
Опубликуй оферту онлайн,manage_offer
Хочу отредактировать оферту,manage_offer
Измени оферту с нуля,manage_offer
Выложи оферту на сайт автоматически,manage_offer
Размести оферту еще раз,manage_offer
Хочу отредактировать оферту в базе,manage_offer
Сделай редактирование и публикацию оферты,manage_offer
в базе сделай публикацию оферты,manage_offer
Опубликуй коммерческое предложение,manage_offer
Сохрани новую версию оферты для компании,manage_offer
Создай проект оферты,manage_offer
Измени оферту повторно,manage_offer
Выложи оферту на сайт,manage_offer
сейчас создай оферту,manage_offer
Опубликуй оферту для компании,manage_offer
для компании хочу поправить оферту,manage_offer
Добавь измененную оферту еще раз,manage_offer
Сделай публикацию оферты,manage_offer
Добавь новую оферту,manage_offer
Сделай публикацию оферты на сегодня,manage_offer
Сделай редактирование и публикацию оферты автоматически,manage_offer
онлайн сделай публикацию оферты,manage_offer
Оформи оферту для поставки в систему,manage_offer
